Code commune,Libelle de la commune,Population totale,APL aux medecins generalistes,APL aux medecins generalistes de 65 ans et moins,APL aux medecins generalistes de 62 ans et moins,Population standardisee par la consommation de soins par tranche d age
02054,Bazoches et Saint Thibaut,542,"3,29","2,779","2,603","528,674"
02055,Beaume,88,"2,987","2,412","1,844","97,34"
02056,Beaumont en Beine,179,"2,765","2,169","2,002","171,863"
02057,Beaurevoir,1406,"3,045","2,637","2,579","1442,091"
02058,Beaurieux,856,"1,955","1,187","1,044","812,936"
02059,Beautor,2714,"4,093","3,047","2,292","2735,418"
02060,Beauvois en Vermandois,257,"1,411","1,096","0,964","264,748"
02061,Becquigny,246,"2,994","2,394","2,191","231,687"
02062,Belleau,137,"1,995","1,651","1,35","133,991"
02063,Bellenglise,378,"3,095","2,687","2,524","369,917"
02064,Belleu,3832,"3,581","3,134","2,391","4140,529"
02065,Bellicourt,600,"2,001","1,778","1,778","586,178"
02066,Benay,196,"4,374","3,358","2,535","199,078"
02067,Bergues sur Sambre,210,"3,586","2,723","2,495","211,654"
02068,Berlancourt,88,"2,4","1,733","1,191","85,334"
02069,Berlise,105,"3,432","3,432","2,582","109,766"
02070,Bernot,445,"3,815","2,51","2,143","442,533"
02071,Berny Riviere,658,"1,743","1,614","1,482","641,966"
02072,Berrieux,186,"2,988","2,42","2,276","181,052"
02073,Berry au Bac,670,"3,549","2,146","1,715","646,99"
02074,Bertaucourt Epourdon,593,"2,637","1,827","1,365","572,438"
02075,Berthenicourt,195,"3,894","2,733","1,923","195,422"
02076,Bertricourt,152,"2,784","2,094","1,9","138,267"
02077,Berzy le Sec,379,"2,619","2,173","1,628","369,818"
02078,Besme,163,"1,67","1,588","1,443","152,662"
02079,Besmont,149,"2,738","2,128","1,355","158,7"
02080,Besny et Loizy,333,"3,388","2,898","2,534","339,451"
02081,Bethancourt en Vaux,434,"2,686","2,429","2,017","420,098"
02082,Beugneux,110,"2,169","1,735","1,6","109,342"
02083,Beuvardes,750,"3,204","3,109","2,913","732,851"
02084,Bezu le Guery,257,"2,042","1,642","1,133","248,77"
02085,Bezu Saint Germain,1015,"2,673","2,578","2,231","925,489"
02086,Bichancourt,1006,"2,775","2,521","2,177","1013,264"
02087,Bieuxy,34,"1,633","1,518","1,274","34,117"
02088,Bievres,92,"1,559","1,324","1,243","91,13"
02089,Billy sur Aisne,1148,"3,435","3,133","2,528","1203,97"
02090,Billy sur Ourcq,207,"1,13","0,841","0,75","201,442"
02091,Blanzy les Fismes,95,"2,925","2,111","2,111","99,259"
02093,Blerancourt,1298,"1,802","1,742","1,541","1313,814"
02094,Blesmes,464,"4,188","3,988","3,381","450,656"
02095,Bohain en Vermandois,5686,"3,186","2,527","2,353","5683,315"
02096,Bois les Pargny,197,"2,374","1,538","0,846","192,334"
02097,Boncourt,256,"1,999","1,999","1,509","254,252"
02098,Bonneil,379,"2,911","2,477","1,824","378,23"
02099,Bonnesvalyn,221,"1,881","1,51","1,314","205,275"
02100,Bony,138,"2,929","2,561","2,483","131,816"
02101,Bosmont sur Serre,192,"3,255","2,588","1,801","198,005"
02102,Bouconville Vauclair,191,"1,384","1,026","1,026","183,984"
02103,Boue,1339,"3,628","2,647","2,449","1331,424"
02104,Bouffignereux,99,"2,498","1,491","1,059","105,672"
02105,Bouresches,196,"2,369","1,992","1,524","202,029"
02106,Bourg et Comin,810,"2,434","1,81","1,74","865,05"
02107,Bourguignon sous Coucy,107,"1,293","1,239","1,123","110,326"
02108,Bourguignon sous Montbavin,159,"4,094","3,536","3,08","160,595"
02109,La Bouteille,475,"4,455","3,567","2,976","485,247"
02110,Braine,2235,"2,926","2,756","2,474","2329,793"
02111,Brancourt en Laonnois,721,"2,049","1,558","1,325","702,462"
02112,Brancourt le Grand,553,"2,887","2,301","2,127","546,127"
02114,Brasles,1563,"3,311","3,111","2,505","1727,794"
02115,Braye en Laonnois,190,"1,474","1,322","1,161","195,53"
02116,Braye en Thierache,147,"2,477","2,227","1,982","158,011"
02117,Bray Saint Christophe,68,"1,992","1,445","1,411","66,481"
02118,Braye,129,"3,276","2,932","2,293","131,95"
02119,Brecy,327,"2,875","2,686","2,445","327,554"
02120,Brenelle,196,"2,729","2,559","2,312","198,175"
02121,Breny,240,"1,787","1,403","1,268","231,328"
02122,Brie,54,"2,722","2,173","1,775","56,424"
02123,Brissay Choigny,301,"2,742","1,916","1,385","304,696"
02124,Brissy Hamegicourt,651,"2,578","1,899","1,369","663,881"
02125,Brumetz,193,"1,407","0,833","0,744","178,889"
02126,Brunehamel,455,"1,858","1,858","1,858","484,041"
02127,Bruyeres sur Fere,192,"2,416","2,082","1,947","195,267"
02128,Bruyeres et Montberault,1475,"2,595","2,12","1,921","1532,019"
02129,Bruys,18,"1,625","1,455","1,384","18,187"
02130,Bucilly,194,"4,179","3,139","1,979","203,744"
02131,Bucy le Long,1861,"3,529","3,298","2,634","1915,802"
02132,Bucy les Cerny,194,"3,688","3,143","2,704","178,946"
02133,Bucy les Pierrepont,404,"2,158","2,158","1,669","403,176"
02134,Buire,862,"3,701","2,758","1,781","886,142"
02135,Buironfosse,1157,"2,179","1,836","1,702","1197,385"
02136,Burelles,128,"3,632","3,076","2,651","130,81"
02137,Bussiares,160,"1,708","1,293","1,052","143,865"
02138,Buzancy,200,"2,742","2,151","1,597","198,956"
02139,Caillouel Crepigny,442,"2,219","2,105","1,788","444,924"
02140,Camelin,456,"1,946","1,886","1,685","443,25"
02141,La Capelle,1778,"3,542","2,707","2,369","1857,255"
02142,Castres,253,"2,711","2,293","1,85","242,353"
02143,Le Catelet,185,"3,302","2,959","2,881","186,235"
02144,Caulaincourt,144,"1,465","1,244","1,147","132,993"
02145,Caumont,545,"2,673","2,352","1,944","540,03"
02146,Celles les Conde,94,"3,154","3,154","3,154","99,009"
02148,Celles sur Aisne,255,"3,28","3,164","2,617","250,954"
02149,Cerizy,62,"4,692","3,676","2,819","63,608"
02150,Cerny en Laonnois,63,"1,642","1,228","1,147","60,568"
02151,Cerny les Bucy,116,"3,761","3,308","2,787","119,594"
02152,Cerseuil,89,"2,541","2,371","2,089","92,009"
02153,Cessieres Suzy,764,"2,934","2,452","1,973","751,641"
02154,Chacrise,365,"1,852","1,47","1,17","355,434"
02155,Chaillevois,166,"3,179","2,68","2,331","168,107"
02156,Chalandry,257,"1,977","1,254","0,742","250,11"
02157,Chambry,836,"3,507","2,825","2,681","877,547"
02158,Chamouille,273,"1,721","1,335","1,174","253,209"
02159,Champs,295,"2,627","2,426","2,154","297,399"
02160,Chaourse,544,"2,728","2,728","1,994","554,419"
02162,La Chapelle sur Chezy,291,"2,222","1,661","1,158","272,055"
02163,Charly sur Marne,2585,"1,657","1,255","0,831","2594,656"
02164,Le Charmel,325,"3,858","3,858","3,707","326,439"
02165,Charmes,1654,"2,486","1,676","1,283","1687,233"
02166,Charteves,356,"4,194","4,194","3,891","354,16"
02167,Chassemy,890,"2,657","2,637","2,32","856,445"
02168,Chateau Thierry,15254,"3,177","2,978","2,371","15165,331"
02169,Chatillon les Sons,84,"1,902","1,224","0,697","86,184"
02170,Chatillon sur Oise,125,"4,016","2,931","1,954","125,87"
02171,Chaudardes,88,"1,716","0,844","0,701","88,629"
02172,Chaudun,252,"3,022","2,459","1,75","234,631"
02173,Chauny,11653,"3,083","2,737","2,33","11692,728"
02174,Chavignon,829,"3,313","2,926","2,612","804,394"
02175,Chavigny,161,"1,176","1,061","0,817","163,011"
02176,Chavonne,206,"2,483","2,332","2,075","193,996"
02177,Cherêt,139,"2,722","2,315","2,197","144,976"
02178,Chermizy Ailles,106,"1,477","1,063","0,983","98,978"
02179,Chery Chartreuve,385,"2,254","1,914","1,843","384,149"
02180,Chery les Pouilly,721,"2,52","1,874","1,531","705,709"
02181,Chery les Rozoy,79,"4,458","4,458","3,364","79,082"
02182,Chevennes,117,"1,872","1,378","1,016","119,362"
02183,Chevregny,185,"1,711","1,542","1,3","184,838"
02184,Chevresis Monceau,351,"2,414","1,746","1,126","379,81"
02185,Chezy en Orxois,390,"1,65","1,003","0,913","380,745"
02186,Chezy sur Marne,1351,"3,044","2,546","1,893","1456,532"
02187,Chierry,1134,"3,599","3,399","2,793","1194,422"
02188,Chigny,147,"2,674","2,018","1,95","162,542"
02189,Chivres en Laonnois,350,"2,448","2,199","1,774","353,616"
02190,Chivres Val,518,"2,92","2,805","2,314","536,742"
02191,Chivy les etouvelles,523,"4,546","3,932","3,476","515,181"
02192,Chouy,371,"1,583","1,091","0,8","347,607"
02193,Cierges,65,"2,241","2,241","2,241","70,602"
02194,Cilly,186,"2,974","2,307","1,521","196,865"
02195,Ciry Salsogne,910,"4,178","3,893","3,355","884,72"
02196,Clacy et Thierret,311,"4,323","3,709","3,253","318,193"
02197,Clairfontaine,535,"4,076","3,107","2,632","531,836"
02198,Clamecy,228,"3,05","2,706","2,149","226,507"
02199,Clastres,601,"2,195","1,565","1,259","587,891"
02200,Clermont les Fermes,106,"3,376","3,195","2,281","104,588"
02201,Cœuvres et Valsery,441,"1,556","1,419","1,219","504,095"
02203,Coincy,1282,"2,239","1,905","1,77","1259,648"
02204,Coingt,65,"2,298","2,298","2,053","77,675"
02205,Colligis Crandelain,229,"1,553","1,222","1,061","213,454"
02206,Colonfay,76,"1,657","1,141","1,139","79,231"
02207,Commenchon,216,"2,37","1,978","1,599","205,393"
02208,Concevreux,267,"3,105","1,92","1,633","263,055"
02209,Conde en Brie,708,"2,21","2,21","2,21","703,057"
02210,Conde sur Aisne,364,"3,25","3,135","2,645","357,149"
02211,Conde sur Suippe,294,"3,278","2,17","1,883","301,805"
02212,Condren,708,"4,148","3,367","2,757","725,508"
02213,Connigis,343,"3,499","3,499","3,347","334,618"
02214,Contescourt,61,"2,468","2,029","1,762","57,355"
02215,Corbeny,841,"3,471","2,485","2,198","848,652"
02216,Corcy,294,"1,623","1,088","0,643","295,993"
02217,Coucy le Chateau Auffrique,992,"2,435","2,029","1,849","1026,601"
02218,Coucy les Eppes,628,"2,444","2,196","2,196","620,798"
02219,Coucy la Ville,200,"2,065","1,771","1,591","194,142"
02220,Coulonges Cohan,436,"1,931","1,76","1,76","427,979"
02221,Coupru,152,"2,359","1,847","1,23","144,337"
02222,Courbes,32,"2,768","1,984","1,33","32,956"
02223,Courboin,301,"2,903","2,803","2,425","295,728"
02224,Courcelles sur Vesle,346,"3,433","2,942","2,695","327,171"
02225,Courchamps,84,"0,946","0,669","0,58","85,095"
02226,Courmelles,1863,"3,796","3,255","2,467","1916,209"
02227,Courmont,120,"2,885","2,885","2,885","129,223"
02228,Courtemont Varennes,339,"4,285","4,285","4,134","355,612"
02229,Courtrizy et Fussigny,71,"2,253","2,13","2,13","70,017"
02230,Couvrelles,186,"2,86","2,69","2,408","183,916"
02231,Couvron et Aumencourt,941,"1,912","1,374","0,923","881,315"
02232,Coyolles,362,"2,462","1,712","1,029","357,773"
02233,Cramaille,145,"2,295","1,912","1,776","140,611"
02234,Craonne,83,"2,123","1,403","1,26","84,985"
02235,Craonnelle,115,"1,922","1,05","0,907","116,302"
02236,Crecy au Mont,330,"1,756","1,454","1,354","325,973"
02237,Crecy sur Serre,1502,"1,988","1,333","0,655","1544,329"
02238,Crepy,1816,"2,679","2,239","1,836","1807,153"
02239,Crezancy,1244,"4,492","4,392","4,013","1179,493"
02240,Croix Fonsomme,218,"2,599","1,978","1,74","220,894"
02241,La Croix sur Ourcq,96,"1,737","1,403","1,268","96,808"
02242,Crouttes sur Marne,641,"1,96","1,598","1,102","617,378"
02243,Crouy,2923,"4,799","4,36","3,408","2992,667"
02244,Crupilly,63,"1,874","1,469","1,4","61,22"
02245,Cuffies,1805,"3,302","2,977","2,21","1734,811"
02246,Cugny,611,"2,916","2,244","2,076","602,373"
02248,Cuirieux,156,"1,402","1,041","0,68","150,427"
02249,Cuiry Housse,100,"2,209","2,043","1,751","99,921"
02250,Cuiry les Chaudardes,73,"2,345","1,303","1,16","67,705"
02251,Cuiry les Iviers,27,"2,981","2,981","2,736","30,044"
02252,Cuissy et Geny,71,"1,748","1,123","1,123","69,083"
02253,Cuisy en Almont,358,"2,484","2,254","1,766","350,695"
02254,Cutry,129,"1,503","1,366","1,166","118,197"
02255,Cys la Commune,153,"2,306","2,154","1,978","146,357"
02256,Dagny Lambercy,129,"3,743","3,618","3,128","134,373"
02257,Dallon,437,"3,869","3,362","2,932","447,655"
02258,Dammard,370,"1,754","1,106","1,106","370,972"
02259,Dampleux,392,"2,071","1,428","0,827","389,937"
02260,Danizy,650,"2,557","1,752","1,169","649,3"
02261,Dercy,391,"2,358","1,522","0,995","389,838"
02262,Deuillet,211,"3,456","2,549","2,034","209,364"
02263,Dhuizel,112,"2,523","2,05","1,909","108,928"
02264,Dizy le Gros,730,"1,921","1,921","1,432","740,513"
02265,Dohis,99,"2,443","2,443","2,198","117,19"
02266,Dolignon,46,"3,143","3,143","2,654","47,526"
02267,Dommiers,292,"3,009","2,591","1,927","278,989"
02268,Domptin,647,"2,615","2,174","1,496","609,33"
02269,Dorengt,155,"3,449","2,58","2,447","151,333"
02270,Douchy,164,"1,673","1,226","1,157","156,155"
02271,Dravegny,130,"1,791","1,45","1,45","129,242"
02272,Droizy,78,"0,621","0,261","0,17","77,151"
02273,Dury,207,"2,395","1,838","1,804","207,966"
02274,ebouleau,195,"1,78","1,6","1,175","186,612"
02275,Effry,319,"3,309","2,53","1,939","310,671"
02276,Englancourt,117,"2,191","1,792","1,789","117,691"
02277,epagny,342,"0,958","0,958","0,935","325,577"
02278,eparcy,28,"3,598","2,656","1,678","30,76"
02279,epaux Bezu,553,"2,226","2,088","1,786","553,708"
02280,epieds,409,"3,488","3,393","3,046","394,042"
02281,L epine aux Bois,256,"2,784","2,558","2,481","251,449"
02282,Eppes,427,"3,547","3,127","3,09","419,438"
02283,Erlon,287,"2,434","1,575","0,868","273,618"
02284,Erloy,102,"1,391","1,243","1,24","108,036"
02286,Esqueheries,867,"3,322","2,574","2,374","863,158"
02287,Essigny le Grand,1048,"5,292","4,408","3,565","1101,692"
02288,Essigny le Petit,347,"2,163","1,634","1,454","346,032"
02289,Essises,411,"3,428","2,998","2,556","405,199"
02290,Essomes sur Marne,2745,"3,531","3,163","2,33","2720,011"
02291,Estrees,410,"2,533","2,073","2,015","406,865"
02292,etampes sur Marne,1305,"4,03","3,663","2,919","1339,291"
02293,etaves et Bocquiaux,553,"3,794","2,837","2,541","546,699"
02294,etouvelles,207,"4,427","3,812","3,426","213,385"
02295,etreaupont,853,"3,013","2,54","2,334","871,106"
02296,etreillers,1197,"2,787","2,275","2,043","1268,552"
02297,etrepilly,121,"2,141","1,903","1,524","117,236"
02298,etreux,1420,"3,974","2,951","2,819","1439,687"
02299,evergnicourt,546,"4,187","3,367","3,367","546,945"
02302,Faverolles,321,"1,92","1,298","0,897","302,529"
02303,Fayet,680,"3,821","3,431","3,037","707,144"
02304,La Fere,2838,"2,416","1,586","1,169","2805,445"
02305,Fere en Tardenois,3001,"2,365","2,22","2,175","3137,43"
02306,La Ferte Chevresis,510,"2,73","1,904","1,284","510,698"
02307,La Ferte Milon,2060,"2,295","1,445","1,044","2087,79"
02308,Fesmy le Sart,476,"3,116","2,332","2,17","485,612"
02309,Festieux,671,"1,959","1,711","1,711","632,267"
02310,Fieulaine,248,"3,938","2,8","2,439","252,536"
02311,Filain,120,"2,949","2,676","2,361","116,59"
02312,La Flamengrie,1100,"3,318","2,649","2,374","1078,393"
02313,Flavigny le Grand et Beaurain,444,"2,51","1,734","1,732","443,715"
02315,Flavy le Martel,1669,"2,92","2,231","2,029","1701,676"
02316,Fleury,128,"1,645","1,118","0,518","138,337"
02317,Fluquieres,218,"1,743","1,3","1,232","221,958"
02318,Folembray,1381,"2,719","2,405","2,133","1383,872"
02319,Fonsomme,490,"3,122","2,242","1,939","473,694"
02320,Fontaine les Clercs,237,"3,847","3,393","2,964","245,178"
02321,Fontaine les Vervins,901,"2,757","2,366","2,364","878,935"
02322,Fontaine Notre Dame,386,"3,073","2,277","1,974","385,614"
02323,Fontaine Uterte,134,"2,606","1,9","1,662","127,571"
02324,Fontenelle,281,"3,859","3,001","2,594","276,393"
02326,Fontenoy,470,"2,12","2,004","1,737","489,563"
02327,Foreste,163,"1,616","1,191","1,157","161,857"
02328,Fossoy,513,"3,909","3,809","3,279","526,447"
02329,Fourdrain,425,"2,662","2,113","1,715","423,923"
02330,Francilly Selency,530,"3,896","3,435","3,006","538,53"
02331,Franqueville,110,"2,607","1,987","1,625","117,223"
02332,Fresnes en Tardenois,265,"2,819","2,819","2,819","266,796"
02333,Fresnes sous Coucy,164,"1,69","1,349","1,122","157,516"
02334,Fresnoy le Grand,2958,"2,481","1,955","1,781","2980,908"
02335,Fressancourt,183,"2,669","1,883","1,352","181,324"
02336,Frieres Faillouel,983,"3,885","2,896","2,333","926,045"
02337,Froidestrees,168,"2,486","2,157","2,09","164,704"
02338,Froidmont Cohartille,252,"3,055","1,97","1,263","251,096"
02339,Gandelu,690,"1,497","0,923","0,744","668,938"
02340,Gauchy,5235,"4,313","3,687","3,081","5363,963"
02341,Gercy,268,"3,472","2,728","2,366","270,303"
02342,Gergny,134,"3,138","2,665","2,458","131,96"
02343,Germaine,81,"1,616","1,191","1,157","77,299"
02345,Gibercourt,41,"5,491","4,279","3,332","38,437"
02346,Gizy,664,"1,851","1,592","1,592","687,877"
02347,Gland,444,"3,792","3,693","3,163","459,797"
02349,Goudelancourt les Berrieux,56,"2,837","2,42","2,276","56,94"
02350,Goudelancourt les Pierrepont,136,"1,78","1,6","1,175","137,421"
02351,Goussancourt,113,"2,409","2,409","2,251","112,615"
02352,Gouy,560,"3,404","3,062","2,984","551,351"
02353,Grandlup et Fay,287,"2,19","1,445","1,084","289,012"
02354,Grandrieux,80,"4,171","4,171","3,205","76,735"
02355,Gricourt,953,"2,3","1,958","1,761","902,912"
02356,Grisolles,240,"2,261","2,072","1,831","220,663"
02357,Gronard,71,"3,59","2,853","2,492","68,418"
02358,Grougis,333,"4,307","3,102","2,864","335,689"
02359,Grugies,1301,"4,388","3,762","3,156","1268,358"
02360,Villeneuve sur Aisne,2751,"3,048","1,941","1,653","2749,625"
02361,Guise,4645,"3,514","2,384","2,26","4898,392"
02362,Guivry,238,"2,694","2,327","1,987","240,816"
02363,Guny,390,"2,11","1,867","1,763","401,613"
02364,Guyencourt,258,"1,926","1,192","0,761","247,762"
02366,Hannapes,324,"2,946","2,214","2,148","312,626"
02367,Happencourt,130,"3,013","2,454","2,222","128,043"
02368,Haramont,574,"2,359","1,741","0,912","571,672"
02369,Harcigny,242,"3,222","2,846","2,602","251,112"
02370,Hargicourt,610,"3,156","2,88","2,706","581,329"
02371,Harly,1578,"4,841","4,109","3,414","1663,011"
02372,Hartennes et Taux,347,"2,347","1,777","1,421","347,671"
02373,Hary,197,"3,763","3,207","2,782","199,921"
02374,Lehaucourt,861,"3,025","2,616","2,453","835,403"
02375,Hautevesnes,159,"0,891","0,476","0,387","150,322"
02376,Hauteville,174,"4,406","2,851","2,483","175,214"
02377,Haution,135,"1,895","1,622","1,619","140,208"
02378,La Herie,129,"3,598","2,656","1,678","135,19"
02379,Le Herie la Vieville,209,"3,526","2,335","1,7","218,455"
02380,Hinacourt,24,"3,783","2,778","1,995","26,153"
02381,Hirson,8710,"3,739","2,683","1,523","8862,475"
02382,Holnon,1367,"3,861","3,401","3,006","1389,191"
02383,Homblieres,1452,"4,46","3,509","2,89","1457,556"
02384,Houry,56,"2,714","2,102","1,741","52,596"
02385,Housset,160,"2,409","1,632","1,104","158,319"
02386,Iron,225,"3,008","2,268","2,201","231,882"
02387,Itancourt,1015,"5,726","4,73","3,859","1034,15"
02388,Iviers,225,"2,574","2,574","2,329","237,087"
02389,Jaulgonne,659,"4,095","4,095","3,944","672,338"
02390,Jeancourt,264,"1,815","1,657","1,464","250,931"
02391,Jeantes,206,"3,678","3,248","2,617","213,415"
02392,Joncourt,311,"1,963","1,562","1,504","313,601"
02393,Jouaignes,141,"2,587","2,417","2,17","136,163"
02395,Jumencourt,141,"1,698","1,396","1,32","133,491"
02396,Jumigny,64,"1,524","0,9","0,9","59,937"
02397,Jussy,1252,"2,696","2,031","1,73","1218,951"
02398,Juvigny,284,"1,894","1,686","1,383","276,12"
02399,Juvincourt et Damary,607,"3,337","2,078","1,79","571,518"
02400,Laffaux,148,"2,87","2,528","2,053","148,032"
02401,Laigny,194,"2,767","2,376","2,374","201,407"
02402,Lanchy,37,"1,305","1,061","0,964","38,985"
02403,Landifay et Bertaignemont,260,"3,965","2,603","2,026",264
02404,Landouzy la Cour,190,"3,285","2,702","2,497","180,179"
02405,Landouzy la Ville,535,"4,057","3,197","2,424","533,497"
02406,Landricourt,132,"1,945","1,53","1,454","129,439"
02407,Laniscourt,199,"3,61","3,157","2,706","191,237"
02408,Laon,24304,"3,718","3,281","3,019","24074,068"
02409,Lappion,268,"2,083","2,083","1,838","266,23"
02410,Largny sur Automne,244,"2,592","1,857","1,029","239,614"
02411,Latilly,203,"1,388","1,011","0,921","188,963"
02412,Launoy,100,"0,983","0,623","0,533","91,555"
02413,Laval en Laonnois,244,"4,285","3,728","3,342","240,579"
02414,Lavaqueresse,201,"3,441","2,661","2,527","204,89"
02415,Laversine,160,"2,32","2,067","1,647","148,622"
02416,Leme,420,"2,102","1,649","1,465","440,935"
02417,Lempire,116,"2,934","2,711","2,555","117,403"
02418,Lerzy,223,"2,486","2,157","2,09","223,277"
02419,Leschelle,269,"2,944","2,32","2,186","287,754"
02420,Lesdins,829,"2,761","2,451","2,23","842,48"
02421,Lesges,106,"2,729","2,559","2,312","104,173"
02422,Lesquielles Saint Germain,805,"3,12","2,269","2,269","807,755"
